priority,topic,modality,tag,idx,trigger,stem,description,search_terms,svg_feasible,svg,error
1,COPD & Pulmonary,ECG,Hazzard,2644,ECG shows,"A 78-year-old woman with COPD (FEV1 42% predicted) and MCI presents after a fall with hip fracture. Post-operatively, she develops delirium and is treated with haloperidol. On hosp","ECG showing features of COPD (low voltage QRS, right axis deviation, P pulmonale) with prolonged QTc interval from haloperidol use",COPD ECG low voltage QRS | P pulmonale ECG right axis deviation | prolonged QT interval haloperidol ECG | COPD ECG findings,True,"<svg viewBox='0 0 800 400' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='20' height='20' patternUnits='userSpaceOnUse'><path d='M 20 0 L 0 0 0 20' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='gridBold' width='100' height='20' patternUnits='userSpaceOnUse'><path d='M 100 0 L 0 0 0 20' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='400' fill='white'/><rect width='800' height='400' fill='url(#grid)'/><rect width='800' height='400' fill='url(#gridBold)'/><text x='10' y='20' font-size='14' font-weight='bold'>Lead II</text><text x='700' y='20' font-size='12'>25 mm/s, 10 mm/mV</text><path d='M 50 200 L 100 200 L 103 195 L 107 205 L 110 195 L 115 200 L 125 200 L 128 180 L 132 120 L 136 180 L 140 210 L 145 208 L 150 206 L 170 204 L 195 202 L 220 200' fill='none' stroke='black' stroke-width='1.5'/><path d='M 220 200 L 270 200 L 273 195 L 277 205 L 280 195 L 285 200 L 295 200 L 298 180 L 302 120 L 306 180 L 310 210 L 315 208 L 320 206 L 340 204 L 365 202 L 390 200' fill='none' stroke='black' stroke-width='1.5'/><path d='M 390 200 L 440 200 L 443 195 L 447 205 L 450 195 L 455 200 L 465 200 L 468 180 L 472 120 L 476 180 L 480 210 L 485 208 L 490 206 L 510 204 L 535 202 L 560 200' fill='none' stroke='black' stroke-width='1.5'/><path d='M 560 200 L 610 200 L 613 195 L 617 205 L 620 195 L 625 200 L 635 200 L 638 180 L 642 120 L 646 180 L 650 210 L 655 208 L 660 206 L 680 204 L 705 202 L 730 200' fill='none' stroke='black' stroke-width='1.5'/><line x1='100' y1='210' x2='220' y2='210' stroke='blue' stroke-width='2'/><text x='130' y='230' font-size='12' fill='blue' font-weight='bold'>QTc prolonged (520 ms)</text><line x1='132' y1='120' x2='136' y2='120' stroke='red' stroke-width='2'/><line x1='132' y1='115' x2='132' y2='125' stroke='red' stroke-width='2'/><line x1='136' y1='115' x2='136' y2='125' stroke='red' stroke-width='2'/><text x='90' y='110' font-size='11' fill='red'>Low voltage</text><text x='90' y='95' font-size='11' fill='red'>QRS ~0.5 mV</text><path d='M 103 195 L 105 193 L 107 192 L 109 193 L 110 195' fill='none' stroke='green' stroke-width='1.5'/><text x='85' y='185' font-size='11' fill='green'>Peaked P</text><text x='80' y='172' font-size='11' fill='green'>(P pulmonale)</text></svg>",
1,COPD & Pulmonary,ECG,Hazzard,2661,ECG shows,An 85-year-old man with severe COPD on 4L continuous oxygen presents with progressive dyspnea over 2 weeks despite optimal bronchodilators. He can no longer shower independently. H,"ECG showing signs of right heart strain in severe COPD including peaked P waves in lead II (P pulmonale), right axis deviation, and possibly right ventricular hypertrophy pattern",P pulmonale ECG COPD | cor pulmonale ECG right axis deviation | right atrial enlargement peaked P waves | COPD ECG right heart strain | P pulmonale lead II peaked P wave,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect width='600' height='200' fill='#fff'/><g stroke='#ff9999' stroke-width='0.3' fill='none'><line x1='0' y1='40' x2='600' y2='40'/><line x1='0' y1='60' x2='600' y2='60'/><line x1='0' y1='80' x2='600' y2='80'/><line x1='0' y1='100' x2='600' y2='100'/><line x1='0' y1='120' x2='600' y2='120'/><line x1='0' y1='140' x2='600' y2='140'/><line x1='0' y1='160' x2='600' y2='160'/></g><g stroke='#ff9999' stroke-width='0.3' fill='none'><line x1='50' y1='0' x2='50' y2='200'/><line x1='100' y1='0' x2='100' y2='200'/><line x1='150' y1='0' x2='150' y2='200'/><line x1='200' y1='0' x2='200' y2='200'/><line x1='250' y1='0' x2='250' y2='200'/><line x1='300' y1='0' x2='300' y2='200'/><line x1='350' y1='0' x2='350' y2='200'/><line x1='400' y1='0' x2='400' y2='200'/><line x1='450' y1='0' x2='450' y2='200'/><line x1='500' y1='0' x2='500' y2='200'/><line x1='550' y1='0' x2='550' y2='200'/></g><path d='M 30 100 L 50 100 Q 55 60 60 55 Q 65 50 70 80 L 80 100 L 95 100 L 100 85 L 115 130 L 125 70 L 132 100 L 145 100 L 150 102 L 155 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 180 100 L 200 100 Q 205 60 210 55 Q 215 50 220 80 L 230 100 L 245 100 L 250 85 L 265 130 L 275 70 L 282 100 L 295 100 L 300 102 L 305 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 330 100 L 350 100 Q 355 60 360 55 Q 365 50 370 80 L 380 100 L 395 100 L 400 85 L 415 130 L 425 70 L 432 100 L 445 100 L 450 102 L 455 100' stroke='#000' stroke-width='1.5' fill='none'/><text x='10' y='15' font-family='Arial' font-size='14' font-weight='bold'>Lead II</text><text x='10' y='195' font-family='Arial' font-size='11' fill='#666'>P pulmonale: tall peaked P waves (>2.5mm)</text></svg>,
1,Chronic Kidney Disease,Smear/Histopath,Harrison,3101,microscopy shows,"A 78-year-old man with CKD stage 3a (eGFR 45) is hospitalized with pneumonia. On day 2, the nurse reports decreased urine output. Morning labs: SCr 2.1 (admission 1.3, baseline 1.3","Histopathology or peripheral blood smear showing acute tubular necrosis with muddy brown casts in urine sediment, consistent with hospital-acquired AKI in a patient with CKD.",muddy brown casts urine microscopy | acute tubular necrosis urine sediment | renal tubular epithelial cells casts ATN | granular casts acute kidney injury | urine microscopy acute tubular necrosis,False,,
1,Chronic Kidney Disease,ECG,Hazzard,2671,ECG shows,An 80-year-old man with CKD stage 4 (eGFR 26 mL/min/1.73m²) presents with 3 days of weakness and nausea. He recently started spironolactone for heart failure. Labs: potassium 6.8 m,"ECG showing hyperkalemia with peaked T waves, widened QRS complexes, and flattened or absent P waves",hyperkalemia ECG peaked T waves | severe hyperkalemia ECG widened QRS | hyperkalemia ECG sine wave pattern | ECG potassium 6.8 mEq/L,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect fill='#fff' width='600' height='200'/><g stroke='#f88' stroke-width='0.5' fill='none'><line x1='0' y1='40' x2='600' y2='40'/><line x1='0' y1='80' x2='600' y2='80'/><line x1='0' y1='120' x2='600' y2='120'/><line x1='0' y1='160' x2='600' y2='160'/></g><g stroke='#000' stroke-width='1.5' fill='none'><path d='M 20 120 L 40 120 Q 42 120 44 114 L 50 95 L 56 114 Q 58 120 60 120 L 75 120 L 80 108 L 85 120 L 110 120 L 115 80 L 120 120 L 145 120 Q 147 120 149 114 L 155 95 L 161 114 Q 163 120 165 120 L 180 120 L 185 108 L 190 120 L 215 120 L 220 80 L 225 120 L 250 120 Q 252 120 254 114 L 260 95 L 266 114 Q 268 120 270 120 L 285 120 L 290 108 L 295 120 L 320 120 L 325 80 L 330 120 L 355 120 Q 357 120 359 114 L 365 95 L 371 114 Q 373 120 375 120 L 390 120 L 395 108 L 400 120 L 425 120 L 430 80 L 435 120 L 460 120 Q 462 120 464 114 L 470 95 L 476 114 Q 478 120 480 120 L 495 120 L 500 108 L 505 120 L 530 120 L 535 80 L 540 120 L 560 120'/></g><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Hyperkalemia (K+ 6.8 mEq/L)</text><text x='450' y='195' font-family='Arial' font-size='10' fill='#666'>Widened QRS</text><text x='115' y='70' font-family='Arial' font-size='10' fill='#666'>Peaked T</text><line x1='110' y1='75' x2='115' y2='85' stroke='#666' stroke-width='0.5'/></svg>,
1,Chronic Kidney Disease,ECG,Harrison,2951,ECG shows,A 79-year-old man with CKD stage 4 (eGFR 18) presents with weakness and nausea. He recently started trimethoprim-sulfamethoxazole for prostatitis. Other medications: lisinopril 10m,"ECG showing tall, peaked T waves characteristic of hyperkalemia in a patient with chronic kidney disease on trimethoprim and ACE inhibitor.",hyperkalemia ECG peaked T waves | hyperkalemia EKG tall tented T waves | severe hyperkalemia ECG findings | peaked T waves hyperkalemia rhythm strip,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect fill='#fff' width='600' height='200'/><g stroke='#e88' stroke-width='0.3' fill='none'><line x1='0' y1='50' x2='600' y2='50'/><line x1='0' y1='100' x2='600' y2='100'/><line x1='0' y1='150' x2='600' y2='150'/></g><g stroke='#000' stroke-width='1.5' fill='none' stroke-linejoin='round' stroke-linecap='round'><path d='M 20 100 L 40 100 L 42 98 L 44 70 L 46 98 L 48 100 L 58 100 L 60 102 L 64 106 L 68 102 L 70 100 L 95 100 L 97 100 L 99 90 L 103 40 L 107 90 L 109 100 L 130 100 L 135 100 L 140 100'/><path d='M 140 100 L 160 100 L 162 98 L 164 70 L 166 98 L 168 100 L 178 100 L 180 102 L 184 106 L 188 102 L 190 100 L 215 100 L 217 100 L 219 90 L 223 40 L 227 90 L 229 100 L 250 100 L 255 100 L 260 100'/><path d='M 260 100 L 280 100 L 282 98 L 284 70 L 286 98 L 288 100 L 298 100 L 300 102 L 304 106 L 308 102 L 310 100 L 335 100 L 337 100 L 339 90 L 343 40 L 347 90 L 349 100 L 370 100 L 375 100 L 380 100'/><path d='M 380 100 L 400 100 L 402 98 L 404 70 L 406 98 L 408 100 L 418 100 L 420 102 L 424 106 L 428 102 L 430 100 L 455 100 L 457 100 L 459 90 L 463 40 L 467 90 L 469 100 L 490 100 L 495 100 L 500 100'/><path d='M 500 100 L 520 100 L 522 98 L 524 70 L 526 98 L 528 100 L 538 100 L 540 102 L 544 106 L 548 102 L 550 100 L 575 100 L 577 100 L 579 90 L 583 40 L 587 90 L 589 100'/></g><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Lead II</text><text x='520' y='195' font-family='Arial' font-size='10' fill='#666'>25 mm/s, 10 mm/mV</text></svg>",
1,COPD & Pulmonary,ECG,Harrison,2943,ECG shows,"A 78-year-old man with COPD, coronary disease (stent 2 years ago), and CKD stage 3 (eGFR 45) presents with dyspnea and chest pressure. ECG shows new T-wave inversions. Troponin is ",ECG showing anterolateral T-wave inversions consistent with non-STEMI or wellens syndrome in a patient with prior coronary disease.,anterolateral T-wave inversion ECG | deep T-wave inversion precordial leads | wellens syndrome ECG | non-STEMI T-wave inversion ECG | biphasic T-waves anterior leads,True,<svg viewBox='0 0 800 400' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-bold' width='50' height='50' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='400' fill='#fff'/><rect width='800' height='400' fill='url(#grid)'/><rect width='800' height='400' fill='url(#grid-bold)'/><text x='20' y='30' font-family='Arial' font-size='14' font-weight='bold'>V1</text><path d='M 40 200 L 60 200 L 62 180 L 64 220 L 68 190 L 72 200 L 90 200 L 92 202 L 120 202' stroke='#000' stroke-width='1.5' fill='none'/><text x='160' y='30' font-family='Arial' font-size='14' font-weight='bold'>V2</text><path d='M 180 200 L 200 200 L 202 175 L 204 225 L 208 185 L 212 200 L 230 200 L 232 205 L 260 210' stroke='#000' stroke-width='1.5' fill='none'/><text x='300' y='30' font-family='Arial' font-size='14' font-weight='bold'>V3</text><path d='M 320 200 L 340 200 L 342 170 L 344 230 L 348 180 L 352 200 L 370 200 L 372 210 L 385 250 L 400 200' stroke='#000' stroke-width='1.5' fill='none'/><text x='440' y='30' font-family='Arial' font-size='14' font-weight='bold'>V4</text><path d='M 460 200 L 480 200 L 482 165 L 484 235 L 488 175 L 492 200 L 510 200 L 512 215 L 525 260 L 540 200' stroke='#000' stroke-width='1.5' fill='none'/><text x='580' y='30' font-family='Arial' font-size='14' font-weight='bold'>V5</text><path d='M 600 200 L 620 200 L 622 170 L 624 230 L 628 180 L 632 200 L 650 200 L 652 210 L 665 250 L 680 200' stroke='#000' stroke-width='1.5' fill='none'/><text x='30' y='250' font-family='Arial' font-size='14' font-weight='bold'>II</text><path d='M 40 320 L 60 320 L 62 295 L 64 340 L 68 310 L 72 320 L 90 320 L 100 322 L 130 322' stroke='#000' stroke-width='1.5' fill='none'/><text x='300' y='370' font-family='Arial' font-size='12' fill='#666'>Deep T-wave inversions V2-V5 (Wellens pattern)</text></svg>,
1,Chronic Kidney Disease,ECG,Harrison,2974,ECG shows,"A 79-year-old woman with diabetes, CAD, and CKD stage 4 (eGFR 26) presents with progressive weakness and nausea. Labs reveal: pH 7.30, HCO3- 15, K+ 5.7, BUN 68, Cr 3.8 (baseline 3.",ECG showing peaked T waves (hyperkalemia) with prolonged PR interval and widened QRS complex consistent with severe hyperkalemia in chronic kidney disease,hyperkalemia ECG peaked T waves | severe hyperkalemia wide QRS | hyperkalemia ECG CKD | peaked T waves widened QRS hyperkalemia | hyperkalemia ECG potassium 5.7,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-major' width='50' height='50' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#grid-major)'/><path d='M 20 100 L 60 100 L 65 95 L 70 100 L 75 120 L 82 50 L 88 130 L 95 100 L 105 80 L 115 40 L 125 100 L 165 100 L 170 95 L 175 100 L 180 120 L 187 50 L 193 130 L 200 100 L 210 80 L 220 40 L 230 100 L 270 100 L 275 95 L 280 100 L 285 120 L 292 50 L 298 130 L 305 100 L 315 80 L 325 40 L 335 100 L 375 100 L 380 95 L 385 100 L 390 120 L 397 50 L 403 130 L 410 100 L 420 80 L 430 40 L 440 100 L 480 100 L 485 95 L 490 100 L 495 120 L 502 50 L 508 130 L 515 100 L 525 80 L 535 40 L 545 100 L 580 100' fill='none' stroke='#000' stroke-width='2'/><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Hyperkalemia (K+ 5.7)</text><text x='450' y='15' font-family='Arial' font-size='10' fill='#000'>Peaked T waves</text><path d='M 440 20 L 430 35' stroke='#000' stroke-width='1' fill='none' marker-end='url(#arrow)'/><defs><marker id='arrow' markerWidth='10' markerHeight='10' refX='5' refY='3' orient='auto'><polygon points='0 0, 5 3, 0 6' fill='#000'/></marker></defs><text x='10' y='195' font-family='Arial' font-size='10' fill='#666'>Wide QRS complexes (~140ms), prolonged PR interval</text></svg>",
1,Anemia,Smear/Histopath,Hazzard,1559,Peripheral blood smear shows,"A 68-year-old man presents with progressive fatigue over 8 months. Laboratory evaluation reveals pancytopenia with hemoglobin 7.8 g/dL, white blood cell count 2.1×10³/μL, and plate","Peripheral blood smear showing pancytopenia with hypocellularity, dysplastic changes in multiple cell lines (dyserythropoiesis, pseudo-Pelger-Huët anomaly in neutrophils, hypogranular platelets) consistent with myelodysplastic syndrome",myelodysplastic syndrome peripheral smear | MDS blood smear dysplasia | pseudo-Pelger-Huët anomaly MDS | dyserythropoiesis myelodysplastic smear | MDS pancytopenia blood film,False,,
1,Anemia,Smear/Histopath,Hazzard,2820,Bone marrow biopsy reveals,"A 77-year-old woman with CKD stage 3a (eGFR 48) presents with fatigue and recurrent infections. CBC shows Hb 9.8 g/dL, MCV 88 fL, normal WBC differential, platelets 95,000. Bone ma","Bone marrow biopsy showing gelatinous transformation with fat atrophy, serous atrophy of fat, and loss of hematopoietic cells with gelatinous matrix deposition, consistent with starvation marrow or marrow necrosis in the setting of chronic illness",gelatinous transformation bone marrow | serous atrophy bone marrow biopsy | gelatinous marrow transformation histology | bone marrow atrophy chronic kidney disease | hypocellular bone marrow gelatinous,False,,
1,Anemia,CXR,Hazzard,2835,Chest X-ray shows,"A 76-year-old man with follicular lymphoma in remission, diabetes, and CKD stage 3b (eGFR 36) presents with 4 days of fever and productive cough. Chest X-ray shows right lower lobe",Chest X-ray showing right lower lobe consolidation or infiltrate consistent with pneumonia,right lower lobe pneumonia CXR | right lower lobe consolidation chest xray | RLL pneumonia chest radiograph | right basilar pneumonia xray,False,,
1,Anemia,CT/MRI,Hazzard,2826,MRI brain shows,A 76-year-old man with polycythemia vera on hydroxyurea presents for follow-up. He reports new difficulty remembering appointments and managing finances. Wife confirms progressive ,"MRI brain showing sequelae of acute myeloid leukemia or thrombotic complications in a patient with polycythemia vera who has transformed to post-PV myelofibrosis or AML, presenting with cognitive decline.",polycythemia vera AML transformation MRI brain | post-polycythemia vera myelofibrosis cognitive decline imaging | acute myeloid leukemia CNS involvement MRI | polycythemia vera stroke MRI | leukostasis brain MRI | chloroma CNS MRI,False,,
1,Anemia,Smear/Histopath,Hazzard,2827,Peripheral smear shows,"An 85-year-old woman with mild dementia and osteoporosis is admitted after a fall with hip fracture. Preoperative labs: Hb 9.2 g/dL, MCV 102 fL, platelets 580,000, WBC 13,000. Peri",Peripheral blood smear showing hypersegmented neutrophils (≥6 lobes) and macro-ovalocytes consistent with megaloblastic anemia,hypersegmented neutrophils peripheral smear | megaloblastic anemia blood smear | macrocytic anemia hypersegmented neutrophil | B12 deficiency blood smear | folate deficiency peripheral smear,False,,
1,Anemia,CT/MRI,Harrison,2982,CT head shows,"A 77-year-old man with CAD, AFib on warfarin, and mild dementia is brought to the ED by his wife after she found him confused this morning. She reports he fell yesterday but seemed",CT or MRI of the head showing acute subdural hematoma in an elderly patient on anticoagulation who fell and later developed confusion,acute subdural hematoma CT | subdural hematoma warfarin | crescent shaped subdural hematoma head CT | anticoagulation subdural hemorrhage CT,False,,
1,Anemia,CXR,Harrison,2985,CXR shows,"An 88-year-old man with severe COPD on home oxygen, CHF (EF 25%), and mild dementia is brought to the ED by his son with worsening dyspnea over 2 days. He's DNR but wants 'everythi",Chest X-ray showing cardiomegaly with pulmonary edema and hyperinflation consistent with CHF exacerbation in a patient with severe COPD,CHF COPD chest xray | cardiomegaly pulmonary edema hyperinflation CXR | congestive heart failure COPD radiograph | pulmonary edema emphysema chest xray | CHF exacerbation chest radiograph cardiomegaly,False,,
1,Osteoarthritis,CT/MRI,Hazzard,2268,MRI brain shows,A 75-year-old woman is seen 4 months after bilateral knee replacements. She reports good pain relief but new difficulty remembering appointments and managing finances. Her daughter,Brain MRI showing cerebral infarcts or white matter changes suggestive of fat embolism syndrome following bilateral knee arthroplasty.,fat embolism syndrome brain MRI | cerebral fat embolism MRI FLAIR | fat embolism bilateral knee replacement | fat embolism cerebral infarcts MRI | postoperative fat embolism CNS imaging,False,,
1,Anemia,CXR,Hazzard,2839,CXR shows,A 75-year-old man with CML on dasatinib for 3 years presents with progressive dyspnea over 2 months. He also reports 15-pound weight loss and difficulty walking to his mailbox (pre,Chest X-ray showing pleural effusions (typically bilateral) in a patient with dasatinib-induced pulmonary toxicity.,dasatinib pulmonary toxicity chest xray | dasatinib pleural effusion CXR | tyrosine kinase inhibitor pleural effusion | bilateral pleural effusions chest radiograph | drug-induced pleural effusion dasatinib,False,,
1,Osteoarthritis,Smear/Histopath,Harrison,3140,biopsy shows,"An 81-year-old nursing home resident with moderate dementia (unable to dress independently) presents with purpuric rash on legs, abdominal pain, and hematuria. She was treated for ",Peripheral blood smear showing fragmented red blood cells (schistocytes) and thrombocytopenia consistent with thrombotic microangiopathy in IgA vasculitis (Henoch-Schönlein purpura).,schistocytes peripheral blood smear | fragmented red blood cells smear | thrombotic microangiopathy blood smear | helmet cells schistocytes | microangiopathic hemolytic anemia smear,False,,
1,Osteoarthritis,CXR,Harrison,3138,CXR shows,"An 84-year-old man with rheumatoid arthritis on methotrexate presents with 3 months of progressive weakness, 8 kg weight loss, and new-onset fever. He reports difficulty buttoning ",Chest X-ray showing apical fibronodular opacities or cavitary lesions consistent with reactivation tuberculosis in an immunosuppressed patient with rheumatoid arthritis on methotrexate,reactivation tuberculosis chest X-ray apical cavitation | pulmonary tuberculosis CXR upper lobe cavitary | TB reactivation immunosuppressed chest radiograph | apical fibronodular tuberculosis CXR | methotrexate TB reactivation chest X-ray,False,,
1,Chronic Kidney Disease,ECG,Harrison,3105,ECG shows,A 79-year-old woman with hypertension and mild cognitive impairment is brought to the ED after being found on the floor at home. She last remembers eating breakfast yesterday. Init,"ECG showing tall, peaked T waves characteristic of hyperkalemia in a patient with chronic kidney disease.",hyperkalemia ECG peaked T waves | severe hyperkalemia ECG | peaked T waves kidney disease ECG | hyperkalemia tall tented T waves,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect x='0' y='0' width='600' height='200' fill='#fff'/><g stroke='#fdd' stroke-width='0.5'><line x1='0' y1='40' x2='600' y2='40'/><line x1='0' y1='60' x2='600' y2='60'/><line x1='0' y1='80' x2='600' y2='80'/><line x1='0' y1='100' x2='600' y2='100'/><line x1='0' y1='120' x2='600' y2='120'/><line x1='0' y1='140' x2='600' y2='140'/><line x1='0' y1='160' x2='600' y2='160'/></g><g stroke='#fdd' stroke-width='0.5'><line x1='50' y1='0' x2='50' y2='200'/><line x1='100' y1='0' x2='100' y2='200'/><line x1='150' y1='0' x2='150' y2='200'/><line x1='200' y1='0' x2='200' y2='200'/><line x1='250' y1='0' x2='250' y2='200'/><line x1='300' y1='0' x2='300' y2='200'/><line x1='350' y1='0' x2='350' y2='200'/><line x1='400' y1='0' x2='400' y2='200'/><line x1='450' y1='0' x2='450' y2='200'/><line x1='500' y1='0' x2='500' y2='200'/><line x1='550' y1='0' x2='550' y2='200'/></g><path d='M 20 100 L 30 100 L 35 95 L 40 85 L 42 95 L 44 110 L 50 100 L 90 100' fill='none' stroke='#000' stroke-width='2'/><path d='M 90 100 L 93 100 L 95 80 L 97 40 L 99 80 L 101 100 L 140 100' fill='none' stroke='#000' stroke-width='2'/><path d='M 170 100 L 180 100 L 185 95 L 190 85 L 192 95 L 194 110 L 200 100 L 240 100' fill='none' stroke='#000' stroke-width='2'/><path d='M 240 100 L 243 100 L 245 80 L 247 40 L 249 80 L 251 100 L 290 100' fill='none' stroke='#000' stroke-width='2'/><path d='M 320 100 L 330 100 L 335 95 L 340 85 L 342 95 L 344 110 L 350 100 L 390 100' fill='none' stroke='#000' stroke-width='2'/><path d='M 390 100 L 393 100 L 395 80 L 397 40 L 399 80 L 401 100 L 440 100' fill='none' stroke='#000' stroke-width='2'/><path d='M 470 100 L 480 100 L 485 95 L 490 85 L 492 95 L 494 110 L 500 100 L 540 100' fill='none' stroke='#000' stroke-width='2'/><path d='M 540 100 L 543 100 L 545 80 L 547 40 L 549 80 L 551 100 L 590 100' fill='none' stroke='#000' stroke-width='2'/><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Lead II</text><text x='250' y='195' font-family='Arial' font-size='11' fill='#666'>Peaked, narrow, tall T waves</text></svg>",
1,Osteoarthritis,Smear/Histopath,Harrison,3141,biopsy shows,"A 77-year-old man with CKD stage 4 (eGFR 22) presents with palpable purpura, arthralgias, and acute kidney injury (Cr increased from 2.8 to 4.2). He has chronic hepatitis C. Cryogl",Histopathology or immunofluorescence image showing cryoglobulinemic vasculitis with vessel wall inflammation and eosinophilic cryoglobulin deposits or vascular immunoglobulin deposition,cryoglobulinemic vasculitis histopathology | cryoglobulinemia kidney biopsy | cryoglobulin vessel deposits immunofluorescence | leukocytoclastic vasculitis cryoglobulinemia | hepatitis C cryoglobulinemia renal biopsy,False,,
1,Osteoarthritis,Smear/Histopath,Harrison,3151,biopsy shows,"An 80-year-old man with CKD stage 4 (eGFR 24, Cr 2.9) and peripheral vascular disease presents with painful necrotic toes and livedo reticularis after cardiac catheterization 3 wee",Histopathology or smear showing cholesterol crystals (needle-shaped birefringent crystals) characteristic of cholesterol embolization syndrome.,cholesterol crystal embolization histopathology | cholesterol cleft biopsy | atheroembolism needle-shaped crystals | cholesterol emboli skin biopsy | cholesterol crystal cleft histology,False,,
1,Osteoarthritis,Smear/Histopath,Hazzard,2266,Gram stain shows,"A 83-year-old man presents 6 weeks after left knee corticosteroid injection with worsening pain and new knee swelling. Temperature 37.8°C. The knee is warm, erythematous with large","Synovial fluid microscopy showing negatively birefringent needle-shaped monosodium urate crystals under polarized light, indicating septic arthritis superimposed on pseudogout or gout following corticosteroid injection.",synovial fluid monosodium urate crystals polarized light | negatively birefringent needle crystals gout | synovial fluid crystal arthropathy microscopy | monosodium urate crystals yellow parallel polarization,False,,
1,Biology of Aging,Derm,Hazzard,1659,vesicular rash,A 71-year-old man with multiple myeloma on maintenance lenalidomide therapy has never had chickenpox but was recently exposed to his grandson who developed varicella. He asks about,Clinical photograph showing characteristic vesicular rash of varicella (chickenpox) with multiple small fluid-filled vesicles on erythematous base in various stages of development.,varicella chickenpox rash vesicles | chickenpox dermatomal distribution | varicella zoster primary infection skin | chickenpox vesicular rash clinical photo,False,,
1,Biology of Aging,CT/MRI,Hazzard,1709,MRI brain shows,An 81-year-old woman is evaluated for progressive difficulty with IADLs over 6 months. Her daughter reports she stopped managing finances after multiple errors and needs help with ,Brain MRI or CT showing diffuse cerebral atrophy with widened sulci and enlarged ventricles consistent with Alzheimer's disease or dementia,Alzheimer disease brain MRI atrophy | dementia cerebral atrophy CT | cortical atrophy widened sulci enlarged ventricles MRI | Alzheimer disease neuroimaging hippocampal atrophy | dementia brain atrophy axial MRI,False,,
1,Osteoarthritis,CXR,Harrison,3142,CXR shows,"An 85-year-old woman is admitted with fever, confusion, and mononeuritis multiplex. She has lost 6kg and can no longer prepare meals independently (IADL decline). Labs: WBC 18k wit",Chest X-ray showing cardiomegaly and pulmonary edema or pleural effusions in an elderly patient with systemic vasculitis.,chest xray cardiomegaly pulmonary edema elderly | CXR congestive heart failure cardiomegaly | chest radiograph cardiac enlargement pleural effusion | polyarteritis nodosa chest xray cardiac | vasculitis cardiomegaly CXR,False,,
1,Biology of Aging,Derm,Hazzard,1653,vesicular rash,An 68-year-old man with a history of organ transplant (kidney) 5 years ago presents with a painful vesicular rash on the right side of his chest following a T4-T6 dermatomal distri,"Dermatomal distribution of grouped vesicles on an erythematous base following T4-T6 dermatomes unilaterally on the right chest, consistent with herpes zoster (shingles) in an immunocompromised patient.",herpes zoster thoracic dermatome | shingles T4 T6 chest wall | dermatomal zoster immunocompromised | herpes zoster transplant patient thorax | vesicular rash dermatomal distribution chest,False,,
1,Biology of Aging,CT/MRI,Hazzard,1787,MRI shows mild hippocampal atrophy. What finding,"A 75-year-old woman is brought to clinic by her daughter who is concerned about memory loss. The patient forgot to pay bills twice and got lost driving to church. MMSE 24/30, missi",Brain MRI or CT showing cerebral atrophy with enlarged ventricles and widened sulci consistent with Alzheimer's disease or age-related dementia,brain atrophy MRI Alzheimer disease | cerebral atrophy enlarged ventricles CT | cortical atrophy widened sulci dementia | hippocampal atrophy MRI Alzheimer | brain MRI ventricular enlargement dementia,False,,
1,Biology of Aging,CXR,Hazzard,1714,CXR shows,"A 73-year-old woman with diabetes and CKD stage 3a (eGFR 52) is admitted with COVID-19 pneumonia requiring 4L oxygen. CXR shows bilateral infiltrates. D-dimer elevated at 1,200. Sh",Chest X-ray showing bilateral interstitial or ground-glass infiltrates consistent with COVID-19 pneumonia in an elderly patient,COVID-19 pneumonia chest xray bilateral infiltrates | coronavirus bilateral interstitial infiltrates CXR | COVID pneumonia chest radiograph elderly | bilateral ground glass opacities chest xray COVID,False,,
